Sentence #,Word,POS,Tag
NaN,и,_,O
NaN,обязательно,_,O
NaN,в,_,O
NaN,квартире,_,O
NaN,47,_,O
Sentence: 107,позвонил,_,O
NaN,нетерпеливо,_,O
NaN,и,_,O
NaN,Иван,_,O
NaN,оказался,_,O
NaN,именно,_,O
NaN,в,_,O
NaN,ванной,_,O
NaN,и,_,O
NaN,подумал,_,O
NaN,о,_,O
NaN,том,_,O
NaN,что,_,O
NaN,ему,_,O
NaN,повезло,_,O
Sentence: 108,Но,_,O
NaN,признаться,_,O
NaN,в,_,O
NaN,этом,_,O
NaN,он,_,B-per
NaN,не,_,O
NaN,пожелал,_,O
NaN,и,_,O
NaN,воскликнув,_,O
NaN,укоризненно:,_,O
NaN,Ах,_,O
NaN,развратница,_,O
NaN,–,_,O
NaN,тут,_,O
NaN,же,_,O
NaN,зачемто,_,O
NaN,очутился,_,O
NaN,на,_,O
NaN,кухне,_,O
Sentence: 109,конфузясь,_,O
NaN,при,_,O
NaN,мысли,_,O
NaN,о,_,O
NaN,том,_,O
NaN,что,_,O
NaN,он,_,B-per
NaN,только,_,O
NaN,что,_,O
NaN,пережил,_,O
NaN,в,_,O
NaN,ванной,_,O
NaN,Однако,_,O
NaN,выскочить,_,O
NaN,удалось,_,O
NaN,и,_,O
NaN,отдуваясь,_,O
NaN,и,_,O
NaN,фыркая,_,O
NaN,с,_,O
NaN,круглыми,_,O
NaN,от,_,O
NaN,ужаса,_,O
NaN,глазами,_,O
NaN,Иван,_,O
NaN,Николаевич,_,O
NaN,начал,_,O
NaN,плавать,_,O
NaN,в,_,O
NaN,пахнущей,_,O
NaN,нефтью,_,O
NaN,черной,_,O
NaN,воде,_,O
NaN,меж,_,O
NaN,изломанных,_,O
NaN,зигзагов,_,O
NaN,береговых,_,O
NaN,фонарей,_,O
Sentence: 110,Погрозив,_,O
NaN,в,_,O
NaN,бессильной,_,O
NaN,злобе,_,O
NaN,комуто,_,O
NaN,вдаль,_,O
NaN,кулаком,_,O
NaN,Иван,_,O
NaN,облачился,_,O
NaN,в,_,O
NaN,то,_,O
NaN,что,_,O
NaN,было,_,O
NaN,оставлено,_,O
Sentence: 111,Тут,_,O
NaN,его,_,O
NaN,стали,_,O
NaN,беспокоить,_,O
NaN,два,_,O
NaN,соображения:,_,O
NaN,первое,_,O
NaN,это,_,O
NaN,то,_,O
NaN,что,_,O
NaN,исчезло,_,O
NaN,удостоверение,_,O
NaN,МАССОЛИТа,_,O
NaN,с,_,O
NaN,которым,_,O
NaN,он,_,B-per
NaN,никогда,_,O
NaN,не,_,O
NaN,расставался,_,O
NaN,и,_,O
NaN,второе,_,O
NaN,удастся,_,O
NaN,ли,_,O
NaN,ему,_,O
NaN,в,_,O
NaN,таком,_,O
NaN,виде,_,O
NaN,беспрепятственно,_,O
NaN,пройти,_,O
NaN,по,_,O
NaN,Москве,_,O
Sentence: 112,Всетаки,_,O
NaN,в,_,O
NaN,кальсонах,_,O
Sentence: 113,Правда,_,O
NaN,кому,_,O
NaN,какое,_,O
NaN,дело,_,O
NaN,а,_,O
NaN,все,_,O
NaN,же,_,O
NaN,не,_,O
NaN,случилось,_,O
NaN,бы,_,O
NaN,какойнибудь,_,O
NaN,придирки,_,O
NaN,или,_,O
NaN,задержки,_,O
Sentence: 114,Опасения,_,O
NaN,Ивана,_,O
NaN,Николаевича,_,O
NaN,полностью,_,O
NaN,оправдались:,_,O
NaN,прохожие,_,O
NaN,обращали,_,O
NaN,на,_,O
NaN,него,_,O
NaN,внимание,_,O
NaN,и,_,O
NaN,оборачивались,_,O
Sentence: 115,Иван,_,O
NaN,так,_,O
NaN,и,_,O
NaN,сделал,_,O
NaN,и,_,O
NaN,углубился,_,O
NaN,в,_,O
NaN,таинственную,_,O
NaN,сеть,_,O
NaN,Арбатских,_,O
NaN,переулков,_,O
NaN,и,_,O
NaN,начал,_,O
NaN,пробираться,_,O
NaN,под,_,O
NaN,стенками,_,O
NaN,пугливо,_,O
NaN,косясь,_,O
NaN,ежеминутно,_,O
NaN,оглядываясь,_,O
NaN,по,_,O
NaN,временам,_,O
NaN,прячась,_,O
NaN,в,_,O
NaN,подъездах,_,O
NaN,и,_,O
NaN,избегая,_,O
NaN,перекрестков,_,O
NaN,со,_,O
NaN,светофорами,_,O
NaN,шикарных,_,O
NaN,дверей,_,O
NaN,посольских,_,O
NaN,особняков,_,O
Sentence: 116,воскликнул,_,O
NaN,тоскливо:,_,O
NaN,–,_,O
NaN,Нет,_,O
NaN,его,_,O
NaN,здесь,_,O
NaN,нет,_,O
Sentence: 117,–,_,O
NaN,тут,_,O
NaN,Иван,_,O
NaN,Николаевич,_,O
NaN,поднял,_,O
NaN,свечу,_,O
NaN,и,_,O
NaN,вскричал:,_,O
NaN,–,_,O
NaN,Братья,_,O
NaN,по,_,O
NaN,литературе,_,O
Sentence: 118,Осипший,_,O
NaN,голос,_,O
NaN,его,_,O
NaN,окреп,_,O
NaN,и,_,O
NaN,стал,_,O
NaN,горячей,_,O
Sentence: 119,Слушайте,_,O
NaN,меня,_,O
NaN,все,_,O
Sentence: 120,Он,_,B-per
NaN,появился,_,O
Sentence: 121,Ловите,_,O
NaN,же,_,O
NaN,его,_,O
NaN,немедленно,_,O
NaN,иначе,_,O
NaN,он,_,B-per
NaN,натворит,_,O
NaN,неописуемых,_,O
NaN,бед,_,O
Sentence: 122,–,_,O
NaN,Консультант,_,O
Sentence: 123,–,_,O
NaN,ответил,_,O
NaN,Иван,_,O
NaN,–,_,O
NaN,и,_,O
NaN,этот,_,O
NaN,консультант,_,O
NaN,сейчас,_,O
NaN,убил,_,O
NaN,на,_,O
NaN,Патриарших,_,O
NaN,Мишу,_,O
NaN,Берлиоза,_,O
Sentence: 124,–,_,O
NaN,Тото,_,O
NaN,фамилия,_,O
Sentence: 125,–,_,O
NaN,в,_,O
NaN,тоске,_,O
NaN,крикнул,_,O
NaN,Иван,_,O
NaN,–,_,O
NaN,кабы,_,O
NaN,я,_,B-per
NaN,знал,_,O
NaN,фамилию,_,O
Sentence: 126,Иван,_,O
NaN,рассердился,_,O
Sentence: 127,–,_,O
NaN,Дура,_,O
Sentence: 128,–,_,O
NaN,прокричал,_,O
NaN,он,_,B-per
NaN,ища,_,O
NaN,глазами,_,O
NaN,крикнувшую,_,O
Sentence: 129,–,_,O
NaN,Причем,_,O
NaN,здесь,_,O
NaN,Вульф,_,O
Sentence: 130,Вульф,_,O
NaN,ни,_,O
NaN,в,_,O
NaN,чем,_,O
NaN,не,_,O
NaN,виноват,_,O
Sentence: 131,Нет,_,O
Sentence: 132,Так,_,O
NaN,не,_,O
NaN,вспомню,_,O
Sentence: 133,–,_,O
NaN,Ты,_,O
NaN,–,_,O
NaN,оскалившись,_,O
NaN,перебил,_,O
NaN,Иван,_,O
NaN,–,_,O
NaN,понимаешь,_,O
NaN,ли,_,O
NaN,что,_,O
NaN,надо,_,O
NaN,поймать,_,O
NaN,профессора,_,O
Sentence: 134,А,_,O
NaN,ты,_,O
NaN,лезешь,_,O
NaN,ко,_,O
NaN,мне,_,O
NaN,со,_,O
NaN,своими,_,O
NaN,глупостями,_,O
Sentence: 135,Кретин,_,O
Sentence: 136,–,_,O
NaN,Нет,_,O
NaN,уж,_,O
NaN,когокого,_,O
NaN,а,_,O
NaN,тебя,_,O
NaN,я,_,B-per
NaN,не,_,O
NaN,помилую,_,O
NaN,–,_,O
NaN,с,_,O
NaN,тихой,_,O
NaN,ненавистью,_,O
NaN,сказал,_,O
NaN,Иван,_,O
NaN,Николаевич,_,O
Sentence: 137,Судорога,_,O
NaN,исказила,_,O
NaN,его,_,O
NaN,лицо,_,O
NaN,он,_,B-per
NaN,быстро,_,O
NaN,переложил,_,O
NaN,свечу,_,O
NaN,из,_,O
NaN,правой,_,O
NaN,руки,_,O
NaN,в,_,O
NaN,левую,_,O
NaN,широко,_,O
NaN,размахнулся,_,O
NaN,и,_,O
NaN,ударил,_,O
NaN,участливое,_,O
NaN,лицо,_,O
NaN,по,_,O
NaN,уху,_,O
Sentence: 138,Иван,_,O
NaN,испустил,_,O
NaN,страшный,_,O
NaN,боевой,_,O
NaN,вопль,_,O
NaN,слышный,_,O
NaN,к,_,O
NaN,общему,_,O
NaN,соблазну,_,O
NaN,даже,_,O
NaN,на,_,O
NaN,бульваре,_,O
NaN,и,_,O
NaN,начал,_,O
NaN,защищаться,_,O
Sentence: 139,выносили,_,O
NaN,спеленатого,_,O
NaN,как,_,O
NaN,куклу,_,O
NaN,молодого,_,O
NaN,человека,_,O
NaN,который,_,O
NaN,заливаясь,_,O
NaN,слезами,_,O
NaN,плевался,_,O
NaN,норовя,_,O
NaN,попасть,_,O
NaN,именно,_,O
NaN,в,_,O
NaN,Рюхина,_,O
NaN,давился,_,O
NaN,слезами,_,O
NaN,и,_,O
NaN,кричал:,_,O
NaN,–,_,O
NaN,Сволочь,_,O
Sentence: 140,Увидев,_,O
NaN,вошедшего,_,O
NaN,Рюхин,_,O
NaN,побледнел,_,O
NaN,кашлянул,_,O
NaN,и,_,O
NaN,робко,_,O
NaN,сказал:,_,O
NaN,Тот,_,O
NaN,сидел,_,O
NaN,совершенно,_,O
NaN,неподвижно,_,O
NaN,со,_,O
NaN,злым,_,O
NaN,лицом,_,O
NaN,сдвинув,_,O
NaN,брови,_,O
NaN,и,_,O
NaN,даже,_,O
NaN,не,_,O
NaN,шевельнулся,_,O
NaN,при,_,O
NaN,входе,_,O
NaN,врача,_,O
Sentence: 141,–,_,O
NaN,Вот,_,O
NaN,доктор,_,O
NaN,–,_,O
NaN,почемуто,_,O
NaN,таинственным,_,O
NaN,шепотом,_,O
NaN,заговорил,_,O
NaN,Рюхин,_,O
NaN,пугливо,_,O
NaN,оглядываясь,_,O
NaN,на,_,O
NaN,Ивана,_,O
NaN,Николаевича,_,O
NaN,–,_,O
NaN,известный,_,O
NaN,поэт,_,O
NaN,Иван,_,O
NaN,Бездомный,_,B-per
Sentence: 142,вот,_,O
NaN,видите,_,O
NaN,ли,_,O
Sentence: 143,мы,_,O
NaN,опасаемся,_,O
NaN,не,_,O
NaN,белая,_,O
NaN,ли,_,O
NaN,горячка,_,O
Sentence: 144,–,_,O
NaN,Нет,_,O
NaN,–,_,O
NaN,вздрогнув,_,O
NaN,ответил,_,O
NaN,Рюхин,_,O
NaN,–,_,O
NaN,я,_,B-per
NaN,его,_,O
NaN,вчера,_,O
NaN,видел,_,O
NaN,и,_,O
NaN,сегодня,_,O
NaN,утром,_,O
Sentence: 145,Он,_,B-per
NaN,был,_,O
NaN,совершенно,_,O
NaN,здоров,_,O
Sentence: 146,–,_,O
NaN,Ага,_,O
NaN,ага,_,O
NaN,–,_,O
NaN,очень,_,O
NaN,удовлетворенно,_,O
NaN,сказал,_,O
NaN,доктор,_,O
NaN,–,_,O
NaN,Здорово,_,O
NaN,вредитель,_,O
Sentence: 147,–,_,O
NaN,злобно,_,O
NaN,и,_,O
NaN,громко,_,O
NaN,ответил,_,O
NaN,Иван,_,O
Sentence: 148,Рюхин,_,O
NaN,сконфузился,_,O
NaN,до,_,O
NaN,того,_,O
NaN,что,_,O
NaN,не,_,O
NaN,посмел,_,O
NaN,поднять,_,O
NaN,глаза,_,O
NaN,на,_,O
NaN,вежливого,_,O
NaN,доктора,_,O
Sentence: 149,–,_,O
NaN,Подите,_,O
NaN,вы,_,O
NaN,все,_,O
NaN,от,_,O
NaN,меня,_,O
NaN,к,_,O
NaN,чертям,_,O
NaN,в,_,O
NaN,самом,_,O
NaN,деле,_,O
Sentence: 150,–,_,O
NaN,грубо,_,O
NaN,закричал,_,O
NaN,Иван,_,O
NaN,и,_,O
NaN,отвернулся,_,O
Sentence: 151,–,_,O
NaN,Мне,_,O
NaN,двадцать,_,O
NaN,три,_,O
NaN,года,_,O
NaN,–,_,O
NaN,возбужденно,_,O
NaN,заговорил,_,O
NaN,Иван,_,O
NaN,–,_,O
NaN,и,_,O
NaN,я,_,B-per
NaN,подам,_,O
NaN,жалобу,_,O
NaN,на,_,O
NaN,вас,_,O
NaN,всех,_,O
Sentence: 152,А,_,O
NaN,на,_,O
NaN,тебя,_,O
NaN,в,_,O
NaN,особенности,_,O
NaN,гнида,_,O
Sentence: 153,–,_,O
NaN,отнесся,_,O
NaN,он,_,B-per
NaN,отдельно,_,O
NaN,к,_,O
NaN,Рюхину,_,O
Sentence: 154,–,_,O
NaN,На,_,O
NaN,то,_,O
NaN,что,_,O
NaN,меня,_,O
NaN,здорового,_,O
NaN,человека,_,O
NaN,схватили,_,O
NaN,и,_,O
NaN,силой,_,O
NaN,приволокли,_,O
NaN,в,_,O
NaN,сумасшедший,_,O
NaN,дом,_,O
Sentence: 155,–,_,O
NaN,в,_,O
NaN,гневе,_,O
NaN,ответил,_,O
NaN,Иван,_,O
Sentence: 156,Здесь,_,O
NaN,Рюхин,_,O
NaN,всмотрелся,_,O
NaN,в,_,O
NaN,Ивана,_,O
NaN,и,_,O
NaN,похолодел:,_,O
NaN,решительно,_,O
NaN,никакого,_,O
NaN,безумия,_,O
NaN,не,_,O
NaN,было,_,O
NaN,у,_,O
NaN,того,_,O
NaN,в,_,O
NaN,глазах,_,O
Sentence: 157,Батюшки,_,O
Sentence: 158,–,_,O
NaN,испуганно,_,O
NaN,подумал,_,O
NaN,Рюхин,_,O
NaN,–,_,O
NaN,да,_,O
NaN,он,_,B-per
NaN,и,_,O
NaN,впрямь,_,O
NaN,нормален,_,O
Sentence: 159,Вот,_,O
NaN,чепуха,_,O
NaN,какая,_,O
Sentence: 160,Зачем,_,O
NaN,же,_,O
NaN,мы,_,O
NaN,в,_,O
NaN,самом,_,O
NaN,деле,_,O
NaN,сюдато,_,O
NaN,его,_,O
NaN,притащили,_,O
Sentence: 161,Нормален,_,O
NaN,нормален,_,O
NaN,только,_,O
NaN,рожа,_,O
NaN,расцарапана,_,O
NaN,–,_,O
NaN,Слава,_,O
NaN,те,_,O
NaN,господи,_,O
Sentence: 162,Нашелся,_,O
NaN,наконец,_,O
NaN,хоть,_,O
NaN,один,_,O
NaN,нормальный,_,O
NaN,среди,_,O
NaN,идиотов,_,O
NaN,из,_,O
NaN,которых,_,O
NaN,первый,_,O
NaN,–,_,O
NaN,балбес,_,O
NaN,и,_,O
NaN,бездарность,_,O
NaN,Сашка,_,O
Sentence: 163,Тот,_,O
NaN,вспыхнул,_,O
NaN,от,_,O
NaN,негодования,_,O
Sentence: 164,Это,_,O
NaN,он,_,B-per
NaN,мне,_,O
NaN,вместо,_,O
NaN,спасибо,_,O
Sentence: 165,–,_,O
NaN,горько,_,O
NaN,подумал,_,O
NaN,он,_,B-per
NaN,–,_,O
NaN,за,_,O
NaN,то,_,O
NaN,что,_,O
NaN,я,_,B-per
NaN,принял,_,O
NaN,в,_,O
NaN,нем,_,O
NaN,участие,_,O
Sentence: 166,Вот,_,O
NaN,уж,_,O
NaN,действительно,_,O
NaN,дрянь,_,O
NaN,–,_,O
NaN,Типичный,_,O
NaN,кулачок,_,O
NaN,по,_,O
NaN,своей,_,O
NaN,психологии,_,O
NaN,–,_,O
NaN,заговорил,_,O
NaN,Иван,_,O
NaN,Николаевич,_,O
NaN,которому,_,O
NaN,очевидно,_,O
NaN,приспичило,_,O
NaN,обличать,_,O
NaN,Рюхина,_,O
NaN,–,_,O
NaN,и,_,O
NaN,притом,_,O
NaN,кулачок,_,O
NaN,тщательно,_,O
NaN,маскирующийся,_,O
NaN,под,_,O
NaN,пролетария,_,O
Sentence: 167,Посмотрите,_,O
NaN,на,_,O
NaN,его,_,O
NaN,постную,_,O
NaN,физиономию,_,O
NaN,и,_,O
NaN,сличите,_,O
NaN,с,_,O
NaN,теми,_,O
NaN,звучными,_,O
NaN,стихами,_,O
NaN,который,_,O
NaN,он,_,B-per
NaN,сочинил,_,O
NaN,к,_,O
NaN,первому,_,O
NaN,числу,_,O
Sentence: 168,Хехехе,_,O
Sentence: 169,Взвейтесь,_,O
NaN,да,_,O
NaN,развейтесь,_,O
Sentence: 170,А,_,O
NaN,вы,_,O
NaN,загляните,_,O
NaN,к,_,O
NaN,нему,_,O
NaN,внутрь,_,O
NaN,–,_,O
NaN,что,_,O
NaN,он,_,B-per
NaN,там,_,O
NaN,думает,_,O
Sentence: 171,вы,_,O
NaN,ахнете,_,O
Sentence: 172,–,_,O
NaN,и,_,O
NaN,Иван,_,O
NaN,Николаевич,_,O
NaN,зловеще,_,O
NaN,рассмеялся,_,O
Sentence: 173,Рюхин,_,O
NaN,тяжело,_,O
NaN,дышал,_,O
NaN,был,_,O
NaN,красен,_,O
NaN,и,_,O
NaN,думал,_,O
NaN,только,_,O
NaN,об,_,O
NaN,одном,_,O
NaN,что,_,O
NaN,он,_,B-per
NaN,отогрел,_,O
NaN,у,_,O
NaN,себя,_,O
NaN,на,_,O
NaN,груди,_,O
NaN,змею,_,O
NaN,что,_,O
NaN,он,_,B-per
NaN,принял,_,O
NaN,участие,_,O
NaN,в,_,O
NaN,том,_,O
NaN,кто,_,O
NaN,оказался,_,O
NaN,на,_,O
NaN,поверку,_,O
NaN,злобным,_,O
NaN,врагом,_,O
Sentence: 174,–,_,O
NaN,Да,_,O
NaN,черт,_,O
NaN,их,_,O
NaN,возьми,_,O
NaN,олухов,_,O
Sentence: 175,Схватили,_,O
NaN,связали,_,O
NaN,какимито,_,O
NaN,тряпками,_,O
NaN,и,_,O
NaN,поволокли,_,O
NaN,в,_,O
NaN,грузовике,_,O
Sentence: 176,–,_,O
NaN,Консультанта,_,O
NaN,я,_,B-per
NaN,ловлю,_,O
NaN,–,_,O
NaN,ответил,_,O
NaN,Иван,_,O
NaN,Николаевич,_,O
NaN,и,_,O
NaN,тревожно,_,O
NaN,оглянулся,_,O
Sentence: 177,Иван,_,O
NaN,расстроился,_,O
Sentence: 178,–,_,O
NaN,Не,_,O
NaN,ври,_,O
NaN,ты,_,O
NaN,чего,_,O
NaN,не,_,O
NaN,знаешь,_,O
Sentence: 179,–,_,O
NaN,рассердился,_,O
NaN,на,_,O
NaN,Рюхина,_,O
NaN,Иван,_,O
NaN,–,_,O
NaN,я,_,B-per
NaN,а,_,O
NaN,не,_,O
NaN,ты,_,O
NaN,был,_,O
NaN,при,_,O
NaN,этом,_,O
Sentence: 180,Он,_,B-per
NaN,его,_,O
NaN,нарочно,_,O
NaN,под,_,O
NaN,трамвай,_,O
NaN,пристроил,_,O
Sentence: 181,–,_,O
NaN,Да,_,O
NaN,при,_,O
NaN,чем,_,O
NaN,здесь,_,O
NaN,толкнул,_,O
Sentence: 182,–,_,O
NaN,сердясь,_,O
NaN,на,_,O
NaN,общую,_,O
NaN,бестолковость,_,O
NaN,воскликнул,_,O
NaN,Иван,_,O
NaN,–,_,O
NaN,такому,_,O
NaN,и,_,O
NaN,толкать,_,O
NaN,не,_,O
NaN,надо,_,O
Sentence: 183,–,_,O
NaN,Ну,_,O
NaN,да,_,O
NaN,иконка,_,O
Sentence: 184,–,_,O
NaN,Иван,_,O
NaN,покраснел,_,O
NaN,–,_,O
NaN,иконкато,_,O
NaN,больше,_,O
NaN,всего,_,O
NaN,и,_,O
NaN,испугала,_,O
NaN,–,_,O
NaN,Холост,_,O
NaN,–,_,O
NaN,испуганно,_,O
NaN,ответил,_,O
NaN,Рюхин,_,O
Sentence: 185,–,_,O
NaN,Вы,_,O
NaN,слушаете,_,O
Sentence: 186,Алло,_,O
Sentence: 187,Безобразие,_,O
Sentence: 188,–,_,O
NaN,вдруг,_,O
NaN,завопил,_,O
NaN,Иван,_,O
NaN,и,_,O
NaN,швырнул,_,O
NaN,трубку,_,O
NaN,в,_,O
NaN,стену,_,O
Sentence: 189,Затем,_,O
NaN,он,_,B-per
NaN,повернулся,_,O
NaN,к,_,O
NaN,врачу,_,O
NaN,протянул,_,O
NaN,ему,_,O
NaN,руку,_,O
NaN,сухо,_,O
NaN,сказал,_,O
NaN,до,_,O
NaN,свидания,_,O
NaN,и,_,O
NaN,собрался,_,O
NaN,уходить,_,O
Sentence: 190,–,_,O
NaN,Пустите,_,O
NaN,вы,_,O
NaN,или,_,O
NaN,нет,_,O
Sentence: 191,–,_,O
NaN,страшным,_,O
NaN,голосом,_,O
NaN,крикнул,_,O
NaN,поэт,_,O
Sentence: 192,Рюхин,_,O
NaN,задрожал,_,O
NaN,–,_,O
NaN,Ах,_,O
NaN,так,_,O
Sentence: 193,–,_,O
NaN,дико,_,O
NaN,и,_,O
NaN,затравленно,_,O
NaN,озираясь,_,O
NaN,произнес,_,O
NaN,Иван,_,O
NaN,–,_,O
NaN,ну,_,O
NaN,ладно,_,O
NaN,же,_,O
Sentence: 194,Прощайте,_,O
Sentence: 195,и,_,O
NaN,через,_,O
NaN,мгновение,_,O
NaN,Иван,_,O
NaN,забился,_,O
NaN,в,_,O
NaN,руках,_,O
NaN,у,_,O
NaN,санитаров,_,O
Sentence: 196,Он,_,B-per
NaN,хрипел,_,O
NaN,пытался,_,O
NaN,кусаться,_,O
NaN,кричал:,_,O
NaN,–,_,O
NaN,Так,_,O
NaN,вот,_,O
NaN,вы,_,O
NaN,какие,_,O
NaN,стеклышки,_,O
NaN,у,_,O
NaN,себя,_,O
NaN,завели,_,O
Sentence: 197,Пусти,_,O
Sentence: 198,Пусти,_,O
NaN,говорю,_,O
Sentence: 199,–,_,O
NaN,Бандиты,_,O
Sentence: 200,–,_,O
NaN,прокричал,_,O
NaN,Иван,_,O
NaN,и,_,O
NaN,вскочил,_,O
NaN,с,_,O
NaN,дивана,_,O
NaN,но,_,O
NaN,был,_,O
NaN,водворен,_,O
NaN,на,_,O
NaN,него,_,O
NaN,опять,_,O
Sentence: 201,Он,_,B-per
NaN,помолчал,_,O
NaN,диковато,_,O
NaN,озираясь,_,O
NaN,потом,_,O
NaN,неожиданно,_,O
NaN,зевнул,_,O
NaN,потом,_,O
NaN,улыбнулся,_,O
NaN,со,_,O
NaN,злобой,_,O
Sentence: 202,–,_,O
NaN,Заточили,_,O
NaN,всетаки,_,O
NaN,неожиданно,_,O
NaN,прилег,_,O
NaN,голову,_,O
NaN,положил,_,O
NaN,на,_,O
NaN,подушку,_,O
NaN,кулак,_,O
NaN,подетски,_,O
NaN,под,_,O
NaN,щеку,_,O
NaN,забормотал,_,O
NaN,уже,_,O
NaN,сонным,_,O
NaN,голосом,_,O
NaN,без,_,O
NaN,злобы:,_,O
NaN,–,_,O
NaN,Ну,_,O
NaN,и,_,O
NaN,очень,_,O
NaN,хорошо,_,O
Sentence: 203,Сами,_,O
NaN,же,_,O
NaN,за,_,O
NaN,все,_,O
NaN,и,_,O
NaN,поплатитесь,_,O
Sentence: 204,Я,_,B-per
NaN,предупредил,_,O
NaN,а,_,O
NaN,там,_,O
NaN,как,_,O
NaN,хотите,_,O
Sentence: 205,Меня,_,O
NaN,же,_,O
NaN,сейчас,_,O
NaN,более,_,O
NaN,всего,_,O
NaN,интересует,_,O
NaN,Понтий,_,O
NaN,Пилат,_,O
Sentence: 206,Пилат,_,O
Sentence: 207,Тут,_,O
NaN,Рюхин,_,O
NaN,опять,_,O
NaN,вздрогнул:,_,O
NaN,–,_,O
NaN,Доктор,_,O
NaN,–,_,O
NaN,шепотом,_,O
NaN,спросил,_,O
NaN,потрясенный,_,O
NaN,Рюхин,_,O
NaN,–,_,O
NaN,он,_,B-per
NaN,значит,_,O
NaN,действительно,_,O
NaN,болен,_,O
Sentence: 208,–,_,O
NaN,А,_,O
NaN,что,_,O
NaN,же,_,O
NaN,это,_,O
NaN,такое,_,O
NaN,с,_,O
NaN,ним,_,O
Sentence: 209,–,_,O
NaN,робко,_,O
NaN,спросил,_,O
NaN,Рюхин,_,O
Sentence: 210,Рюхин,_,O
NaN,пытался,_,O
NaN,было,_,O
NaN,их,_,O
NaN,собрать,_,O
NaN,но,_,O
NaN,прошипев,_,O
NaN,почемуто,_,O
NaN,со,_,O
NaN,злобой:,_,O
NaN,Да,_,O
NaN,ну,_,O
NaN,их,_,O
NaN,к,_,O
NaN,черту,_,O
Sentence: 211,Что,_,O
NaN,я,_,B-per
NaN,в,_,O
NaN,самом,_,O
NaN,деле,_,O
NaN,как,_,O
NaN,дурак,_,O
NaN,верчусь,_,O
NaN,–,_,O
NaN,отшвырнул,_,O
NaN,их,_,O
NaN,ногой,_,O
NaN,и,_,O
NaN,перестал,_,O
NaN,на,_,O
NaN,них,_,O
NaN,глядеть,_,O
Sentence: 212,Что,_,O
NaN,же,_,O
NaN,это,_,O
Sentence: 213,Обида,_,O
NaN,вот,_,O
NaN,что,_,O
Sentence: 214,Да,_,O
NaN,да,_,O
NaN,обидные,_,O
NaN,слова,_,O
NaN,брошенные,_,O
NaN,Бездомным,_,O
NaN,прямо,_,O
NaN,в,_,O
NaN,лицо,_,O
Sentence: 215,И,_,O
NaN,горе,_,O
NaN,не,_,O
NaN,в,_,O
NaN,том,_,O
NaN,что,_,O
NaN,они,_,O
NaN,обидные,_,O
NaN,а,_,O
NaN,в,_,O
NaN,том,_,O
NaN,что,_,O
NaN,в,_,O
NaN,них,_,O
NaN,заключается,_,O
NaN,правда,_,O
Sentence: 216,Да,_,O
NaN,стихи,_,O
Sentence: 217,Ему,_,O
NaN,–,_,O
NaN,тридцать,_,O
NaN,два,_,O
NaN,года,_,O
Sentence: 218,В,_,O
NaN,самом,_,O
NaN,деле,_,O
NaN,что,_,O
NaN,же,_,O
NaN,дальше,_,O
Sentence: 219,–,_,O
NaN,И,_,O
NaN,дальше,_,O
NaN,он,_,B-per
NaN,будет,_,O
NaN,сочинять,_,O
NaN,по,_,O
NaN,нескольку,_,O
NaN,стихотворений,_,O
NaN,в,_,O
NaN,год,_,O
Sentence: 220,–,_,O
NaN,До,_,O
NaN,старости,_,O
Sentence: 221,–,_,O
NaN,Да,_,O
NaN,до,_,O
NaN,старости,_,O
Sentence: 222,–,_,O
NaN,Что,_,O
NaN,же,_,O
NaN,принесут,_,O
NaN,ему,_,O
NaN,эти,_,O
NaN,стихотворения,_,O
Sentence: 223,Славу,_,O
Sentence: 224,Какой,_,O
NaN,вздор,_,O
Sentence: 225,Не,_,O
NaN,обманывайто,_,O
NaN,хоть,_,O
NaN,сам,_,O
NaN,себя,_,O
Sentence: 226,Никогда,_,O
NaN,слава,_,O
NaN,не,_,O
NaN,придет,_,O
NaN,к,_,O
NaN,тому,_,O
NaN,кто,_,O
NaN,сочиняет,_,O
NaN,дурные,_,O
NaN,стихи,_,O
Sentence: 227,Отчего,_,O
NaN,они,_,O
NaN,дурные,_,O
Sentence: 228,Правду,_,O
NaN,правду,_,O
NaN,сказал,_,O
Sentence: 229,–,_,O
NaN,безжалостно,_,O
NaN,обращался,_,O
NaN,к,_,O
NaN,самому,_,O
NaN,себе,_,O
NaN,Рюхин,_,O
NaN,–,_,O
NaN,не,_,O
NaN,верю,_,O
NaN,я,_,B-per
NaN,ни,_,O
NaN,во,_,O
NaN,что,_,O
NaN,из,_,O
NaN,того,_,O
NaN,что,_,O
NaN,пишу,_,O
NaN,какой,_,O
NaN,бы,_,O
NaN,шаг,_,O
NaN,он,_,B-per
NaN,ни,_,O
NaN,сделал,_,O
NaN,в,_,O
NaN,жизни,_,O
NaN,что,_,O
NaN,бы,_,O
NaN,ни,_,O
NaN,случилось,_,O
NaN,с,_,O
NaN,ним,_,O
NaN,все,_,O
NaN,шло,_,O
NaN,ему,_,O
NaN,на,_,O
NaN,пользу,_,O
NaN,все,_,O
NaN,обращалось,_,O
NaN,к,_,O
NaN,его,_,O
NaN,славе,_,O
Sentence: 230,Но,_,O
NaN,что,_,O
NaN,он,_,B-per
NaN,сделал,_,O
Sentence: 231,Я,_,B-per
NaN,не,_,O
NaN,понимаю,_,O
Sentence: 232,Чтонибудь,_,O
NaN,особенное,_,O
NaN,есть,_,O
NaN,в,_,O
